"start","end","hN_mm","iN_mean","iN_max","hN_max_60","DN_h"
2021-10-01 18:00:00,2021-10-02 01:25:00,1.38,0.0153333333333333,0.1,0.6,7.41666666666667
2021-10-02 20:50:00,2021-10-02 21:15:00,0.32,0.0533333333333333,0.09,0,0.416666666666667
2021-10-03 00:50:00,2021-10-03 01:05:00,0.22,0.055,0.12,0,0.25
2021-10-03 16:00:00,2021-10-03 16:25:00,2.58,0.43,1.1,0,0.416666666666667
2021-10-05 16:05:00,2021-10-05 17:20:00,0.94,0.05875,0.12,0.76,1.25
2021-10-06 11:05:00,2021-10-06 17:50:00,6.82,0.0831707317073171,0.59,3.53,6.75
2021-10-12 05:50:00,2021-10-12 09:45:00,2.27,0.0472916666666667,0.47,1.28,3.91666666666667
2021-10-14 06:00:00,2021-10-14 06:30:00,0.39,0.0557142857142857,0.18,0,0.5
2021-10-15 07:45:00,2021-10-15 09:35:00,1.5,0.0652173913043478,0.2,0.9,1.83333333333333
2021-10-20 19:30:00,2021-10-20 19:45:00,1.61,0.4025,0.73,0,0.25
2021-10-20 22:05:00,2021-10-21 14:20:00,9.56,0.0487755102040816,2.37,3.44,16.25
2021-10-22 12:25:00,2021-10-22 13:30:00,4.62,0.33,1.79,4.57,1.08333333333333
2021-10-30 06:15:00,2021-10-30 08:25:00,1.63,0.0603703703703704,0.17,1.24,2.16666666666667
2021-10-31 18:50:00,2021-10-31 21:15:00,4.43,0.147666666666667,1.45,4.27,2.41666666666667
2021-11-07 00:55:00,2021-11-07 05:05:00,1.47,0.0288235294117647,0.45,1.03,4.16666666666667
2021-11-07 11:40:00,2021-11-07 14:20:00,4.1,0.124242424242424,0.97,2.56,2.66666666666667
2021-11-13 03:15:00,2021-11-13 06:00:00,1.16,0.0341176470588235,0.18,0.72,2.75
2021-11-21 05:35:00,2021-11-21 06:50:00,1.14,0.07125,0.22,1.06,1.25
2021-11-23 03:40:00,2021-11-23 04:55:00,1.13,0.070625,0.22,1.04,1.25
2021-11-23 16:20:00,2021-11-23 16:25:00,0.03,0.015,0.02,0,0.0833333333333333
2021-11-25 12:00:00,2021-11-25 12:35:00,0.25,0.03125,0.05,0,0.583333333333333
2021-11-30 02:50:00,2021-11-30 15:30:00,4.03,0.0263398692810458,0.19,0.84,12.6666666666667
2021-11-30 21:00:00,2021-12-01 00:45:00,2.67,0.0580434782608696,0.37,1.66,3.75
2021-12-01 07:05:00,2021-12-01 11:20:00,0.98,0.0188461538461538,0.19,0.68,4.25
2021-12-01 12:30:00,2021-12-01 15:55:00,1.12,0.0266666666666667,0.22,0.87,3.41666666666667
2021-12-04 14:55:00,2021-12-04 19:35:00,5.56,0.0975438596491228,0.27,2.22,4.66666666666667
2021-12-07 00:35:00,2021-12-07 04:15:00,1.58,0.0351111111111111,0.14,0.74,3.66666666666667
2021-12-07 23:50:00,2021-12-08 01:40:00,1.6,0.0695652173913043,0.22,1.26,1.83333333333333
2021-12-09 18:30:00,2021-12-09 20:00:00,0.98,0.0515789473684211,0.3,0.93,1.5
2021-12-12 03:50:00,2021-12-12 13:05:00,4.76,0.0425,0.26,1.41,9.25
2021-12-23 09:45:00,2021-12-23 11:35:00,1.34,0.0582608695652174,0.12,0.76,1.83333333333333
2021-12-23 19:30:00,2021-12-23 23:00:00,4.19,0.0974418604651163,0.3,2.14,3.5
2021-12-24 10:55:00,2021-12-24 16:05:00,4.05,0.0642857142857143,0.76,2.77,5.16666666666667
2021-12-27 22:50:00,2021-12-28 01:05:00,1.18,0.0421428571428571,0.2,0.64,2.25
2021-12-28 11:40:00,2021-12-28 14:35:00,3.78,0.105,0.58,2.87,2.91666666666667
2021-12-28 23:05:00,2021-12-29 00:10:00,0.28,0.02,0.04,0.26,1.08333333333333
2021-12-29 15:30:00,2021-12-29 18:45:00,3.66,0.0915,0.24,1.41,3.25
2021-12-30 05:30:00,2021-12-30 08:30:00,0.84,0.0227027027027027,0.16,0.53,3
2021-12-30 19:10:00,2021-12-30 19:45:00,0.13,0.01625,0.03,0,0.583333333333333
2022-01-02 01:45:00,2022-01-02 07:40:00,2.16,0.03,0.14,0.57,5.91666666666667
2022-01-02 20:25:00,2022-01-02 21:35:00,1.01,0.0673333333333333,0.28,0.97,1.16666666666667
2022-01-05 08:25:00,2022-01-05 11:30:00,4,0.105263157894737,0.37,2.33,3.08333333333333
2022-01-07 16:40:00,2022-01-07 18:00:00,1.41,0.0829411764705882,0.4,1.11,1.33333333333333
2022-01-07 18:50:00,2022-01-07 22:45:00,0.76,0.0158333333333333,0.21,0.44,3.91666666666667
2022-01-08 22:20:00,2022-01-09 05:30:00,10.34,0.118850574712644,0.32,2.66,7.16666666666667
2022-01-19 16:15:00,2022-01-19 16:35:00,0.09,0.018,0.05,0,0.333333333333333
2022-01-20 01:25:00,2022-01-20 04:45:00,1.03,0.0251219512195122,0.26,0.91,3.33333333333333
2022-01-21 12:50:00,2022-01-21 15:05:00,1.24,0.0442857142857143,0.17,0.75,2.25
2022-01-21 20:20:00,2022-01-22 00:40:00,0.62,0.0116981132075472,0.05,0.32,4.33333333333333
2022-01-22 06:35:00,2022-01-22 07:10:00,0.14,0.0175,0.06,0,0.583333333333333
2022-01-22 07:25:00,2022-01-22 08:20:00,0.07,0.00583333333333333,0.02,0.07,0.916666666666667
2022-01-22 10:30:00,2022-01-22 14:40:00,0.62,0.012156862745098,0.07,0.32,4.16666666666667
2022-01-27 12:10:00,2022-01-27 15:40:00,1.18,0.0274418604651163,0.35,0.74,3.5
2022-01-31 02:25:00,2022-01-31 09:50:00,7.86,0.0873333333333333,0.3,2.68,7.41666666666667
2022-01-31 14:45:00,2022-01-31 17:05:00,1.66,0.0572413793103448,0.5,1.57,2.33333333333333
2022-01-31 21:25:00,2022-01-31 22:05:00,0.75,0.0833333333333333,0.22,0,0.666666666666667
2022-02-01 12:15:00,2022-02-01 15:25:00,1.62,0.0415384615384615,0.2,1.12,3.16666666666667
2022-02-01 20:30:00,2022-02-01 21:15:00,1.78,0.178,1.21,0,0.75
2022-02-01 21:55:00,2022-02-01 23:55:00,0.22,0.0088,0.15,0.16,2
2022-02-03 16:50:00,2022-02-03 17:30:00,0.22,0.0244444444444444,0.08,0,0.666666666666667
2022-02-04 10:05:00,2022-02-04 17:20:00,5.4,0.0613636363636364,1.26,2.52,7.25
2022-02-05 20:55:00,2022-02-06 22:45:00,19.94,0.0641157556270096,0.65,3.19,25.8333333333333
2022-02-09 06:20:00,2022-02-09 08:10:00,0.82,0.0356521739130435,0.1,0.49,1.83333333333333
2022-02-10 08:35:00,2022-02-10 10:10:00,1.21,0.0605,0.14,0.93,1.58333333333333
2022-02-10 16:10:00,2022-02-10 16:35:00,1.65,0.275,0.62,0,0.416666666666667
2022-02-11 04:00:00,2022-02-11 04:30:00,0.29,0.0414285714285714,0.2,0,0.5
2022-02-15 19:05:00,2022-02-16 08:45:00,7.29,0.0441818181818182,0.35,1.41,13.6666666666667
2022-02-16 13:30:00,2022-02-16 23:05:00,8.52,0.073448275862069,0.7,3.55,9.58333333333333
2022-02-17 00:55:00,2022-02-17 05:15:00,2.08,0.0392452830188679,0.78,1.99,4.33333333333333
2022-02-17 14:10:00,2022-02-17 15:40:00,1.43,0.0752631578947368,0.7,1.07,1.5
2022-02-17 21:15:00,2022-02-17 22:45:00,1.47,0.0773684210526316,0.53,1.44,1.5
2022-02-18 07:45:00,2022-02-18 19:30:00,5.85,0.0411971830985915,1.94,3.27,11.75
2022-02-19 17:15:00,2022-02-19 22:50:00,5.12,0.0752941176470588,0.32,2.1,5.58333333333333
2022-02-20 06:55:00,2022-02-20 23:45:00,13.41,0.0660591133004926,0.65,2.31,16.8333333333333
2022-02-21 10:15:00,2022-02-21 14:20:00,2.4,0.048,0.32,0.88,4.08333333333333
2022-02-21 15:25:00,2022-02-21 19:40:00,2.37,0.0455769230769231,0.94,2.18,4.25
2022-02-22 12:25:00,2022-02-22 18:55:00,5.28,0.0668354430379747,0.69,3.58,6.5
2022-02-24 15:35:00,2022-02-24 16:25:00,1.2,0.109090909090909,0.24,0,0.833333333333333
2022-02-25 13:15:00,2022-02-25 13:45:00,1.27,0.181428571428571,0.8,0,0.5
2022-03-14 03:15:00,2022-03-14 09:40:00,10.37,0.132948717948718,0.37,3.59,6.41666666666667
2022-03-17 06:05:00,2022-03-17 06:40:00,0.37,0.04625,0.09,0,0.583333333333333
2022-03-31 04:45:00,2022-03-31 07:55:00,2.32,0.0594871794871795,0.17,1.42,3.16666666666667
2022-03-31 20:40:00,2022-04-01 01:50:00,1.17,0.0185714285714286,0.05,0.37,5.16666666666667
2022-04-03 14:50:00,2022-04-03 15:05:00,0.49,0.1225,0.28,0,0.25
2022-04-04 09:00:00,2022-04-05 01:40:00,14.02,0.0697512437810945,0.26,2.16,16.6666666666667
2022-04-05 05:45:00,2022-04-05 10:10:00,1.92,0.0355555555555556,0.13,0.82,4.41666666666667
2022-04-05 11:50:00,2022-04-05 12:00:00,0.12,0.04,0.08,0,0.166666666666667
2022-04-05 13:45:00,2022-04-05 17:40:00,1.51,0.0314583333333333,0.31,0.68,3.91666666666667
2022-04-06 16:45:00,2022-04-06 20:20:00,1.03,0.0234090909090909,0.08,0.37,3.58333333333333
2022-04-07 03:00:00,2022-04-07 09:50:00,12.05,0.145180722891566,2.12,7.44,6.83333333333333
2022-04-07 16:20:00,2022-04-07 18:40:00,4.74,0.163448275862069,0.48,2.85,2.33333333333333
2022-04-08 00:20:00,2022-04-08 01:30:00,1.16,0.0773333333333333,0.2,1.1,1.16666666666667
2022-04-09 10:50:00,2022-04-09 17:00:00,4.82,0.0642666666666667,1.11,2.35,6.16666666666667
2022-04-10 11:35:00,2022-04-10 11:40:00,0.03,0.015,0.03,0,0.0833333333333333
2022-04-13 18:10:00,2022-04-14 00:15:00,1.7,0.022972972972973,0.18,0.67,6.08333333333333
2022-04-24 23:45:00,2022-04-25 03:35:00,1.13,0.0240425531914894,0.17,1.04,3.83333333333333
2022-04-25 14:30:00,2022-04-25 15:45:00,0.74,0.04625,0.1,0.66,1.25
2022-05-07 17:00:00,2022-05-07 18:45:00,2.6,0.118181818181818,0.39,2.2,1.75
2022-05-11 22:05:00,2022-05-11 22:35:00,1.33,0.19,0.76,0,0.5
2022-05-19 13:50:00,2022-05-19 14:55:00,10.82,0.772857142857143,4.52,10.79,1.08333333333333
2022-05-20 14:05:00,2022-05-20 14:50:00,3.16,0.316,0.7,0,0.75
2022-05-20 21:40:00,2022-05-20 22:00:00,0.67,0.134,0.36,0,0.333333333333333
2022-05-23 17:25:00,2022-05-23 20:55:00,6.51,0.151395348837209,0.87,4.35,3.5
2022-05-24 07:05:00,2022-05-24 08:20:00,0.85,0.053125,0.14,0.71,1.25
2022-05-24 15:30:00,2022-05-24 15:50:00,0.53,0.106,0.38,0,0.333333333333333
2022-05-26 23:40:00,2022-05-27 02:10:00,4.62,0.149032258064516,1.44,4.12,2.5
2022-06-01 09:45:00,2022-06-01 17:05:00,7.1,0.0797752808988764,1.18,3.57,7.33333333333333
2022-06-05 18:45:00,2022-06-05 22:40:00,2.1,0.04375,0.9,1.33,3.91666666666667
2022-06-08 13:30:00,2022-06-08 20:10:00,4.28,0.0528395061728395,0.5,1.55,6.66666666666667
2022-06-13 02:45:00,2022-06-13 03:15:00,0.59,0.0842857142857143,0.33,0,0.5
2022-06-24 04:20:00,2022-06-24 07:55:00,2.69,0.0611363636363636,0.38,1.5,3.58333333333333
2022-06-27 02:35:00,2022-06-27 02:50:00,0.57,0.1425,0.27,0,0.25
2022-06-27 16:55:00,2022-06-27 17:20:00,2.05,0.341666666666667,0.91,0,0.416666666666667
2022-06-30 19:10:00,2022-06-30 20:20:00,6.61,0.440666666666667,3.23,6.55,1.16666666666667
2022-07-07 00:45:00,2022-07-07 06:20:00,2.28,0.0335294117647059,0.33,0.82,5.58333333333333
2022-07-07 10:50:00,2022-07-07 12:50:00,1.05,0.042,0.47,0.97,2
2022-07-10 10:30:00,2022-07-10 13:25:00,0.88,0.0244444444444444,0.18,0.67,2.91666666666667
2022-07-20 20:50:00,2022-07-21 04:50:00,21.71,0.223814432989691,2.81,9.95,8
2022-07-23 00:20:00,2022-07-23 01:15:00,2.32,0.193333333333333,0.41,2.32,0.916666666666667
2022-07-26 07:45:00,2022-07-26 08:30:00,5.67,0.567,1.69,0,0.75
2022-07-31 16:40:00,2022-07-31 17:55:00,3.59,0.224375,1.44,2.83,1.25
2022-07-31 18:55:00,2022-07-31 23:05:00,0.66,0.0129411764705882,0.27,0.6,4.16666666666667
2022-08-01 03:05:00,2022-08-01 03:20:00,0.71,0.1775,0.39,0,0.25
2022-08-01 03:50:00,2022-08-01 07:50:00,0.63,0.0128571428571429,0.23,0.39,4
2022-08-04 23:50:00,2022-08-05 00:15:00,1.7,0.283333333333333,0.94,0,0.416666666666667
2022-08-05 04:20:00,2022-08-05 08:20:00,3.34,0.0681632653061225,0.67,1.68,4
2022-08-17 12:50:00,2022-08-17 13:15:00,0.92,0.153333333333333,0.3,0,0.416666666666667
2022-08-20 00:25:00,2022-08-20 03:50:00,11.09,0.264047619047619,1.83,9.67,3.41666666666667
2022-09-07 00:55:00,2022-09-07 02:05:00,0.74,0.0493333333333333,0.14,0.67,1.16666666666667
2022-09-08 05:10:00,2022-09-08 11:20:00,12.43,0.165733333333333,2.51,4.67,6.16666666666667
2022-09-08 22:15:00,2022-09-08 22:25:00,0.41,0.136666666666667,0.33,0,0.166666666666667
2022-09-09 11:25:00,2022-09-09 21:55:00,5.84,0.0459842519685039,0.54,2.59,10.5
2022-09-10 07:15:00,2022-09-10 07:50:00,0.97,0.12125,0.22,0,0.583333333333333
2022-09-16 11:30:00,2022-09-16 11:45:00,2.09,0.5225,1.86,0,0.25
2022-09-16 19:10:00,2022-09-16 22:30:00,7.6,0.185365853658537,0.75,3.83,3.33333333333333
2022-09-17 11:50:00,2022-09-17 13:35:00,2.87,0.130454545454545,0.99,2.79,1.75
2022-09-18 03:20:00,2022-09-18 03:50:00,0.38,0.0542857142857143,0.11,0,0.5
2022-09-18 06:25:00,2022-09-18 12:20:00,4.63,0.0643055555555556,0.33,1.87,5.91666666666667
2022-09-18 18:35:00,2022-09-19 00:30:00,4.1,0.0569444444444445,0.39,1.62,5.91666666666667
2022-09-19 12:00:00,2022-09-19 14:30:00,3.04,0.0980645161290323,1.01,1.18,2.5
2022-09-20 14:15:00,2022-09-20 14:30:00,0.49,0.1225,0.25,0,0.25
2022-09-23 23:15:00,2022-09-24 04:10:00,1.5,0.025,0.13,0.86,4.91666666666667
2022-09-26 08:50:00,2022-09-27 00:50:00,8.05,0.0417098445595855,0.37,2.84,16
2022-09-27 08:15:00,2022-09-27 13:15:00,1.82,0.0298360655737705,0.43,1.51,5
2022-09-27 21:25:00,2022-09-27 22:40:00,1.16,0.0725,0.18,1.01,1.25
2022-09-28 04:40:00,2022-09-28 05:50:00,1.36,0.0906666666666667,0.26,1.25,1.16666666666667
2022-10-01 01:15:00,2022-10-01 05:40:00,10.98,0.203333333333333,0.86,4.99,4.41666666666667
2022-10-01 11:10:00,2022-10-01 13:35:00,6.51,0.217,2.5,6.3,2.41666666666667
2022-10-01 17:55:00,2022-10-01 18:00:00,0.19,0.095,0.18,0,0.0833333333333333
2022-10-05 22:25:00,2022-10-05 22:40:00,0.55,0.1375,0.3,0,0.25
2022-10-08 03:40:00,2022-10-08 04:25:00,0.79,0.079,0.25,0,0.75
2022-10-13 14:25:00,2022-10-13 17:05:00,1.69,0.0512121212121212,0.18,0.88,2.66666666666667
2022-10-14 13:50:00,2022-10-14 19:10:00,2.89,0.0444615384615385,0.3,1.19,5.33333333333333
2022-10-16 20:15:00,2022-10-16 21:00:00,0.87,0.087,0.3,0,0.75
2022-10-18 03:25:00,2022-10-18 03:45:00,0.52,0.104,0.39,0,0.333333333333333
2022-10-20 12:45:00,2022-10-20 14:40:00,1.43,0.0595833333333333,0.3,0.99,1.91666666666667
2022-10-23 17:25:00,2022-10-23 18:30:00,2.01,0.143571428571429,0.43,1.98,1.08333333333333
2022-10-24 20:40:00,2022-10-25 00:35:00,1.84,0.0383333333333333,0.65,1.68,3.91666666666667
2022-11-03 16:25:00,2022-11-03 18:40:00,0.94,0.0335714285714286,0.14,0.53,2.25
2022-11-03 20:55:00,2022-11-04 00:35:00,1.13,0.0251111111111111,0.83,1.09,3.66666666666667
2022-11-15 23:00:00,2022-11-16 07:35:00,8.22,0.0790384615384615,0.49,2.79,8.58333333333333
2022-11-17 01:55:00,2022-11-17 10:00:00,8.39,0.0856122448979592,0.39,2.73,8.08333333333333
2022-11-18 03:55:00,2022-11-18 09:55:00,5.04,0.069041095890411,0.45,2.26,6
2022-11-20 18:15:00,2022-11-20 21:05:00,1.4,0.04,0.08,0.7,2.83333333333333
2022-11-23 00:25:00,2022-11-23 01:20:00,0.09,0.0075,0.04,0.09,0.916666666666667
2022-11-24 08:00:00,2022-11-24 09:50:00,3.13,0.136086956521739,0.41,2.6,1.83333333333333
2022-11-25 04:15:00,2022-11-25 04:40:00,0.35,0.0583333333333333,0.09,0,0.416666666666667
2022-11-27 14:20:00,2022-11-27 20:55:00,2.55,0.031875,0.19,0.91,6.58333333333333
2022-11-28 02:35:00,2022-11-28 06:05:00,2.66,0.0618604651162791,0.31,2.08,3.5
2022-11-28 13:10:00,2022-11-28 15:25:00,1.13,0.0403571428571429,0.16,0.83,2.25
2022-11-29 15:15:00,2022-11-29 16:00:00,0.72,0.072,0.24,0,0.75
2022-11-30 16:15:00,2022-11-30 17:20:00,0.65,0.0464285714285714,0.12,0.63,1.08333333333333
2022-12-05 09:10:00,2022-12-05 18:15:00,7.25,0.0659090909090909,0.21,1.18,9.08333333333333
2022-12-08 03:20:00,2022-12-08 06:35:00,1.16,0.029,0.14,0.59,3.25
2022-12-18 22:20:00,2022-12-18 22:50:00,0.13,0.0185714285714286,0.03,0,0.5
2022-12-18 23:25:00,2022-12-19 00:30:00,0.36,0.0257142857142857,0.05,0.34,1.08333333333333
2022-12-19 03:10:00,2022-12-19 07:20:00,0.93,0.0182352941176471,0.14,0.43,4.16666666666667
2022-12-20 12:50:00,2022-12-20 23:40:00,6.01,0.0458778625954198,0.3,1.12,10.8333333333333
2022-12-21 06:30:00,2022-12-21 09:40:00,1.59,0.0407692307692308,0.36,0.8,3.16666666666667
2022-12-21 19:00:00,2022-12-21 20:35:00,1.82,0.091,0.35,1.6,1.58333333333333
2022-12-22 17:15:00,2022-12-23 03:20:00,5.46,0.0447540983606557,0.28,1.55,10.0833333333333
2022-12-23 12:55:00,2022-12-23 20:50:00,9.93999999999999,0.103541666666667,0.47,3.55,7.91666666666667
2022-12-24 06:30:00,2022-12-24 09:10:00,2.53,0.0766666666666667,0.41,1.24,2.66666666666667
2022-12-25 10:45:00,2022-12-25 22:50:00,6.96,0.0476712328767123,0.39,2.62,12.0833333333333
2022-12-26 12:05:00,2022-12-26 12:30:00,2.05,0.341666666666667,0.74,0,0.416666666666667
2022-12-28 10:55:00,2022-12-28 14:15:00,0.84,0.0204878048780488,0.11,0.65,3.33333333333333
2022-12-28 18:00:00,2022-12-28 19:45:00,1.14,0.0518181818181818,0.17,0.72,1.75
2022-12-29 01:30:00,2022-12-29 06:10:00,1.49,0.026140350877193,0.25,1.23,4.66666666666667
2022-12-29 15:40:00,2022-12-29 16:15:00,1.64,0.205,0.48,0,0.583333333333333
2022-12-30 14:50:00,2022-12-30 15:40:00,0.63,0.0572727272727273,0.11,0,0.833333333333333
2022-12-30 23:45:00,2022-12-31 14:00:00,34.03,0.197848837209302,1.11,8.13,14.25
2023-01-01 08:10:00,2023-01-01 08:55:00,1.78,0.178,0.42,0,0.75
2023-01-01 19:15:00,2023-01-01 20:40:00,1.22,0.0677777777777778,0.23,1.08,1.41666666666667
2023-01-01 20:45:00,2023-01-02 09:30:00,3.67,0.0238311688311688,0.41,0.91,12.75
2023-01-02 17:35:00,2023-01-02 18:00:00,1.07,0.178333333333333,0.38,0,0.416666666666667
2023-01-04 02:00:00,2023-01-04 10:45:00,4.32,0.0407547169811321,0.55,1.42,8.75
2023-01-04 18:30:00,2023-01-04 20:10:00,1.48,0.0704761904761905,0.78,1.41,1.66666666666667
2023-01-05 02:30:00,2023-01-05 05:45:00,1.31,0.03275,0.17,0.66,3.25
2023-01-05 09:05:00,2023-01-05 12:15:00,1.74,0.0446153846153846,0.52,1.35,3.16666666666667
2023-01-06 22:10:00,2023-01-07 00:05:00,0.47,0.0195833333333333,0.21,0.36,1.91666666666667
2023-01-08 23:45:00,2023-01-09 02:35:00,5.49,0.156857142857143,0.82,3.22,2.83333333333333
2023-01-09 09:35:00,2023-01-09 13:55:00,2.27,0.0428301886792453,0.74,1.74,4.33333333333333
2023-01-10 17:50:00,2023-01-10 19:20:00,1.21,0.0636842105263158,0.11,0.88,1.5
2023-01-11 03:30:00,2023-01-11 06:55:00,3,0.0714285714285714,0.36,1.75,3.41666666666667
2023-01-11 21:35:00,2023-01-12 06:50:00,4.98,0.0444642857142857,0.19,1.19,9.25
2023-01-12 07:50:00,2023-01-12 08:10:00,0.15,0.03,0.05,0,0.333333333333333
2023-01-12 10:35:00,2023-01-12 23:20:00,6.77,0.043961038961039,0.26,1.95,12.75
2023-01-14 09:00:00,2023-01-14 17:55:00,9.2,0.0851851851851852,0.23,1.72,8.91666666666667
2023-01-14 19:00:00,2023-01-14 23:55:00,2.25,0.0375,0.54,1.1,4.91666666666667
2023-01-16 02:30:00,2023-01-16 02:55:00,1.22,0.203333333333333,0.47,0,0.416666666666667
2023-01-16 09:10:00,2023-01-16 19:25:00,5.5,0.0443548387096774,0.31,2.03,10.25
2023-01-17 01:05:00,2023-01-17 04:20:00,0.64,0.016,0.13,0.41,3.25
2023-01-19 05:55:00,2023-01-19 08:10:00,1.03,0.0367857142857143,0.14,0.74,2.25
2023-01-30 02:55:00,2023-01-30 05:35:00,1.34,0.0406060606060606,0.16,0.8,2.66666666666667
2023-01-30 13:05:00,2023-01-30 13:40:00,1.37,0.17125,0.4,0,0.583333333333333
2023-01-30 17:35:00,2023-01-30 18:00:00,0.46,0.0766666666666667,0.14,0,0.416666666666667
2023-02-01 11:20:00,2023-02-01 14:45:00,4.16,0.0990476190476191,0.8,2.8,3.41666666666667
2023-02-02 04:05:00,2023-02-02 17:25:00,16.1,0.1,0.33,2.6,13.3333333333333
2023-02-02 17:30:00,2023-02-02 17:40:00,0.05,0.0166666666666667,0.02,0,0.166666666666667
2023-02-05 02:30:00,2023-02-05 10:30:00,4.5,0.0463917525773196,0.33,1.39,8
2023-02-17 13:50:00,2023-02-17 18:35:00,1.83,0.031551724137931,0.38,1.7,4.75
2023-02-18 04:30:00,2023-02-18 11:40:00,3.32,0.0381609195402299,0.24,0.88,7.16666666666667
2023-02-18 23:45:00,2023-02-19 00:45:00,1.08,0.0830769230769231,0.44,1.08,1
2023-02-19 03:10:00,2023-02-19 03:25:00,0.16,0.04,0.08,0,0.25
2023-02-19 04:00:00,2023-02-19 04:05:00,0.07,0.035,0.07,0,0.0833333333333333
2023-02-19 07:10:00,2023-02-19 07:15:00,0.29,0.145,0.28,0,0.0833333333333333
2023-02-23 01:35:00,2023-02-23 11:35:00,4.76,0.0393388429752066,0.16,1.24,10
2023-02-24 08:30:00,2023-02-24 17:10:00,3.53,0.0336190476190476,0.46,0.87,8.66666666666667
2023-02-25 01:45:00,2023-02-25 04:20:00,1.01,0.0315625,0.34,0.62,2.58333333333333
2023-03-04 10:20:00,2023-03-04 10:45:00,0.66,0.11,0.24,0,0.416666666666667
2023-03-06 22:40:00,2023-03-07 17:40:00,9.53999999999999,0.0416593886462882,0.42,2.23,19
2023-03-09 13:10:00,2023-03-10 20:25:00,37.24,0.0990425531914893,0.55,3.32,31.25
2023-03-13 01:05:00,2023-03-13 04:20:00,1.94,0.0485,0.16,1.07,3.25
2023-03-18 06:15:00,2023-03-18 06:45:00,1.92,0.274285714285714,0.48,0,0.5
2023-03-18 16:20:00,2023-03-18 17:10:00,4.7,0.427272727272727,1.82,0,0.833333333333333
2023-03-21 06:45:00,2023-03-21 11:15:00,2.98,0.0541818181818182,0.16,1.16,4.5
2023-03-22 21:45:00,2023-03-22 23:55:00,2.72,0.100740740740741,0.22,1.49,2.16666666666667
2023-03-23 09:15:00,2023-03-23 10:25:00,4.08,0.272,1.23,4,1.16666666666667
2023-03-23 22:30:00,2023-03-24 04:35:00,3.52,0.0475675675675676,0.33,1.42,6.08333333333333
2023-03-24 12:30:00,2023-03-24 17:00:00,3.58,0.0650909090909091,0.51,1.79,4.5
2023-03-25 09:50:00,2023-03-25 17:20:00,5.45,0.0598901098901099,0.89,2.09,7.5
2023-03-26 12:40:00,2023-03-26 13:05:00,0.3,0.05,0.08,0,0.416666666666667
2023-03-30 07:15:00,2023-03-30 07:30:00,0.36,0.09,0.3,0,0.25
2023-03-31 02:40:00,2023-03-31 16:10:00,14.01,0.0859509202453988,2.19,5.18,13.5
2023-03-31 17:40:00,2023-04-01 07:10:00,9.39,0.0576073619631902,0.27,2.41,13.5
2023-04-01 14:15:00,2023-04-01 14:20:00,0.04,0.02,0.04,0,0.0833333333333333
2023-04-06 19:30:00,2023-04-07 08:45:00,7.54,0.047125,0.14,1.15,13.25
2023-04-10 18:15:00,2023-04-10 21:55:00,3.31,0.0735555555555556,0.39,1.5,3.66666666666667
2023-04-11 01:10:00,2023-04-11 05:00:00,4.04,0.0859574468085106,0.75,2.11,3.83333333333333
2023-04-12 06:05:00,2023-04-12 16:50:00,7.38,0.0567692307692308,0.46,2.16,10.75
2023-04-13 01:55:00,2023-04-13 03:35:00,0.36,0.0171428571428571,0.08,0.24,1.66666666666667
2023-04-13 08:50:00,2023-04-13 13:30:00,1.75,0.0307017543859649,0.62,1.55,4.66666666666667
2023-04-15 10:00:00,2023-04-15 13:15:00,1.13,0.02825,0.07,0.47,3.25
2023-04-21 19:55:00,2023-04-21 22:00:00,1.01,0.0388461538461538,0.25,0.89,2.08333333333333
2023-04-22 15:55:00,2023-04-22 20:00:00,0.96,0.0192,0.09,0.53,4.08333333333333
2023-04-23 17:20:00,2023-04-23 19:35:00,0.95,0.0339285714285714,0.22,0.79,2.25
2023-04-24 09:20:00,2023-04-24 16:00:00,9.9,0.122222222222222,0.72,5.41,6.66666666666667
2023-04-24 22:55:00,2023-04-25 01:35:00,1.11,0.0336363636363636,0.25,0.82,2.66666666666667
2023-05-01 15:45:00,2023-05-01 16:00:00,0.62,0.155,0.49,0,0.25
2023-05-05 04:45:00,2023-05-05 04:55:00,1.74,0.58,0.88,0,0.166666666666667
2023-05-05 14:05:00,2023-05-05 15:40:00,1.43,0.0715,0.24,0.99,1.58333333333333
2023-05-09 14:35:00,2023-05-10 05:20:00,31.7,0.17808988764045,5.4,14.96,14.75
2023-05-10 21:55:00,2023-05-11 00:55:00,5.5,0.148648648648649,0.33,2.39,3
2023-05-11 12:45:00,2023-05-11 21:40:00,3.82,0.0353703703703704,0.41,2.04,8.91666666666667
2023-05-22 00:15:00,2023-05-22 03:55:00,1.25,0.0277777777777778,0.32,0.93,3.66666666666667
2023-06-07 06:20:00,2023-06-07 06:50:00,0.58,0.0828571428571429,0.15,0,0.5
2023-06-20 04:15:00,2023-06-20 05:40:00,1.9,0.105555555555556,0.46,1.65,1.41666666666667
2023-06-22 13:20:00,2023-06-23 05:20:00,36.65,0.189896373056995,2.17,12.27,16
2023-06-30 00:00:00,2023-06-30 02:55:00,0.86,0.0238888888888889,0.16,0.68,2.91666666666667
2023-07-01 11:15:00,2023-07-01 17:35:00,6.86,0.0890909090909091,1.35,4.92,6.33333333333333
2023-07-02 02:35:00,2023-07-02 03:00:00,3.46,0.576666666666667,2.3,0,0.416666666666667
